kickoff_returner_player_id,avg_ep,avg_epa,return_count,kickoff_returner_player_name
00-0025396,1.24217150942422,-0.0570450328523293,1,T.Ginn
00-0027150,0.44993315322790317,0.23235262825619438,2,J.Edelman
00-0027547,0.8004544462310145,0.05977417352551154,4,M.Sherels
00-0027691,1.0184417109237982,0.12636126614874243,25,A.Roberts
00-0028002,1.082108127884565,-0.496983423945494,2,R.Cobb
00-0028114,1.1419543774100023,0.6902365525602369,4,D.Harris
00-0028237,1.23150785453618,1.31342266011052,1,C.Hogan
00-0028581,1.4740977678448,0.786543029826134,1,P.DiMarco
00-0029239,1.195696712370315,-0.13144649156500865,23,B.Bolden
00-0030090,0.6386703016469255,4.026991749560695,2,M.Hyde
00-0030456,0.0099141571263317,-0.0099141571263317,1,G.Bernard
00-0030465,1.1319585765527065,-0.10549667165683155,17,K.Barner
00-0030578,1.0942671309749135,0.13423059823773142,28,C.Patterson
00-0030663,0.904411309631541,0.621165247634053,1,W.Snead IV
00-0031060,1.0688588137752968,-0.17644532151025477,20,D.Thomas
00-0031062,1.427936129504815,0.506646573194303,2,J.White
00-0031209,1.43028681538999,0.0996901215985417,1,S.Perry
00-0031319,0.8264018109126479,0.3111155349722441,15,D.Spencer
00-0031344,1.166330327058678,-0.014604211437981286,25,C.Latimer
00-0031511,1.0865562460967346,0.006096900382544302,10,D.White
00-0031763,1.01592393148937,-0.43310628319501515,17,D.Carter
00-0031868,0.8320204751216805,-0.573014759575017,4,D.Byrd
00-0031972,0.9793403984416126,-0.35632436865125766,12,D.Jennings
00-0032104,1.0050153982531487,-0.18582058383923927,19,A.Abdullah
00-0032187,1.52468503080308,-0.299857252277434,1,D.Johnson
00-0032200,1.0862040151906607,-0.31808217265643124,18,T.Montgomery
00-0032211,0.9531889675486401,-0.17056446640259204,17,T.Lockett
00-0032355,0.9683901697862888,-2.310874134224529,3,C.Rogers
00-0032398,1.33616916433675,-0.24219332472421198,4,C.Moore
00-0032404,1.1551987358751443,-0.08813990786438805,14,T.Ervin
00-0032423,0.9684961122339191,-0.2959233284674827,23,T.Davis
00-0032450,1.122418725397437,-0.1246918115066367,2,D.Washington
00-0032464,1.0635479055186319,-0.1625006880468308,22,K.Raymond
00-0032543,1.0902101322426476,0.14218416379298943,4,A.Erickson
00-0032602,1.20775389159098,-0.457715188618749,1,J.McKissic
00-0032689,0.0457902730267961,-0.0457902730267961,1,J.Vander Laan
00-0032782,1.06714747427031,-0.070049098925665,1,W.Smallwood
00-0032791,1.0762638181015227,-0.006263150533651439,23,J.Grant
00-0032918,0.10370243647776055,-0.9150354665325731,2,C.Ham
00-0032935,0.9822337868002565,-0.48346035752911104,3,J.Holton
00-0032972,1.2210678398609187,-0.06327258741948757,5,D.Booker
00-0032977,0.0371045850915834,-0.0371045850915834,1,R.Higgins
00-0032980,1.03300364594907,0.0877420618198812,1,M.Johnson
00-0032986,0.710611436283216,0.11039284884464001,2,J.Holtz
00-0033025,0.9996691187261608,-0.07346072918476738,9,J.Richard
00-0033040,0.97601003642194,-0.372740983264521,1,T.Hill
00-0033094,0.612856937688775,-0.0114039027830586,1,M.Hall
00-0033111,1.136520349241134,-0.19434266195457883,24,P.Cooper
00-0033118,1.3802705926355,-0.616636318853125,1,K.Drake
00-0033121,1.27998781669885,0.0246545160189271,1,B.Goodson
00-0033164,1.2094599915978805,-0.3952223747192569,15,T.Pope
00-0033251,1.1681275391019883,0.17731765236239871,10,Z.Pascal
00-0033266,1.0558907328567555,-0.25605881665027375,13,J.Natson
00-0033357,0.770222366787493,-0.834756661206484,1,T.Hill
00-0033374,1.84128398401663,-0.344855632632971,1,R.Ortiz
00-0033375,0.0153805372247007,0.24962131967186,1,T.Patrick
00-0033455,0.0772307524748612,-0.0772307524748612,1,A.Firkser
00-0033466,1.2423496111296142,-0.299991616241944,3,I.McKenzie
00-0033471,1.0112120914273,-0.81503980839625,1,I.Ford
