kickoff_returner_player_id,avg_ep,avg_epa,return_count,kickoff_returner_player_name
00-0001563,0.497694640653208,0.7782857818529022,4,D.Bowens
00-0002586,0.021764915145468,-0.021764915145468,1,M.Campbell
00-0005091,0.7689288693945855,0.545507375849411,2,K.Faulk
00-0005231,1.15038176532835,1.87332581804367,1,B.Finneran
00-0007024,-0.0061240512004587,0.0061240512004587,1,M.Harrison
00-0009323,0.9969313818340506,0.5590474181420481,3,J.Kleinsasser
00-0011053,0.453698458615691,1.1214661183767,1,R.McQuarters
00-0011641,0.3491530498140493,0.5645595981623067,2,S.Morey
00-0011958,0.122472365852445,0.424404910299927,1,L.Neal
00-0014071,0.5376177098158686,0.5581974686319108,47,A.Rossum
00-0014655,0.784941135905683,1.40357933100313,2,M.Sellers
00-0015474,0.840774601325393,-4.31587262335233,1,T.Spikes
00-0015601,0.0233318684331607,0.002870868309401,2,A.Stecker
00-0016440,0.660939304623753,0.369074837770313,1,J.Thrash
00-0018227,0.710918121272698,0.567753276322037,1,C.Woodson
00-0019100,0.3685876188828845,0.007851253656554001,2,B.Hoover
00-0019242,0.025710386922583,-0.025710386922583,1,D.Looker
00-0019281,0.3756151902489365,-0.10734578245319416,2,M.Furrey
00-0019484,0.4785338097717615,1.0351524837315065,2,S.Morris
00-0019537,0.188693634234369,-0.143564608879387,1,T.Carter
00-0019539,0.6539384000557097,0.19024695429913205,37,D.Hall
00-0019597,0.488696437561885,0.655667524319142,1,T.Reyes
00-0019610,0.852202549576759,1.37392002507113,1,R.Droughns
00-0019644,0.145870096050203,0.856704356148839,1,B.Franks
00-0019651,0.19370131200412272,0.5879542508628219,2,J.Engelberger
00-0019794,0.8582184853057695,0.28425125224748626,32,A.Cason
00-0019808,0.5304624383570627,0.2751600228366439,4,K.Watson
00-0020127,0.0303080840967596,1.09756605932489,1,D.Wilcox
00-0020268,0.768358326982707,0.345235912362114,1,T.Stewart
00-0020270,0.510512229986489,0.9980796384625145,2,C.Buckhalter
00-0020342,0.2501323604374191,0.21940476805320966,2,B.Manumaleuna
00-0020448,0.21462422120800648,0.28390805801193786,7,T.Minor
00-0020457,0.724121486302465,1.55102544819238,1,S.Neal
00-0020494,0.819336487911642,0.672817418351769,1,S.Moss
00-0020550,0.33322967309504736,0.5159648442058823,3,D.Dinkins
00-0020749,0.6431736606173207,0.7867588536755645,2,C.Smith
00-0020797,0.62094312365433,0.32798909702105455,35,M.Hicks
00-0020804,0.187102274503559,1.09197541465983,1,C.McIntyre
00-0020805,0.8150741239078345,1.86113284470048,2,J.McKie
00-0021100,0.0190472396789119,-0.0190472396789119,1,J.Putzier
00-0021175,0.5646454027940542,0.35186267774118923,43,A.Davis
00-0021187,0.347644580993801,0.612049506045878,1,J.McGraw
00-0021212,0.4006361120846125,-0.04444222187157745,2,C.Russell
00-0021215,0.840774601325393,0.800724024418742,1,S.McKinney
00-0021252,0.5588910736415226,0.15583591737085958,15,N.Davenport
00-0021304,0.479552603326738,0.940597205422819,1,J.Gilmore
00-0021306,0.0732888677157462,0.587009047041647,1,A.Peterson
00-0021314,0.8674921588972208,0.24081871705129743,10,C.Taylor
00-0021357,0.4498247057644596,0.5729782529650075,51,R.Cartwright
00-0021376,0.813617561478168,0.605510513298214,1,T.Duckett
00-0021403,0.179770648945123,0.62289274809882,1,C.Mustard
00-0021508,0.1764024793665159,0.28177580521150986,4,G.Lewis
00-0021525,0.17239983457451066,0.8548630174094204,3,C.Fitzsimmons
00-0021647,0.08254587066039666,-0.06044204883073715,2,J.Urban
00-0021756,0.135762358549982,0.6531962887384,1,W.Heller
00-0021845,0.0103581324219704,1.14894247474149,1,C.Sapp
00-0021931,0.278973213513382,-0.278973213513382,1,K.Walter
00-0021955,0.175323841162026,0.839061251375824,1,D.Klecko
00-0021974,0.77154977247119,0.581220964319073,1,J.Bridges
00-0022008,0.35219197316716117,0.21306557565306636,3,T.McGee
00-0022064,0.89055110886693,3.95042738056509,1,A.Battle
00-0022139,0.225674441491719,1.11944100260735,1,J.Johnson
00-0022143,0.570641162805259,0.743499698350206,1,O.Mughelli
00-0022217,0.49918320091885776,0.1982672992321156,11,M.Moore
00-0022278,0.797047568950802,0.135746299754828,1,R.Boschetti
00-0022288,0.391004782170057,0.322041200241074,1,J.Wright
00-0022341,0.567401708103716,2.46612053073477,1,G.Wilson
00-0022388,0.753340929048136,0.18697415501810621,2,T.Copper
00-0022397,0.13764069334138215,0.6455665369479296,3,V.Leach
00-0022403,0.6615360188350167,0.23327604283277212,39,B.Middleton
00-0022427,0.831501286476851,0.418282476253808,1,W.Welker
00-0022434,0.4831278539728374,0.4369089656742293,10,C.Davis
00-0022449,0.41619387900249827,0.1700031823776149,9,B.Sams
00-0022529,0.387540034047561,0.7911853089754004,2,L.Lawton
00-0022610,0.4393527526408451,1.1316715114905187,3,Sp.Johnson
00-0022613,0.690121879568324,-0.394550821511075,1,G.Martinez
00-0022725,0.15404786635190257,-0.1369617125795531,3,M.Clayton
00-0022766,0.756264710333198,0.61969102662988,1,P.Crayton
00-0022770,0.465589094907045,0.728870701044798,1,D.Ward
00-0022796,0.0702028037048876,-0.206959403119981,1,M.Karney
00-0022811,0.36500036274083,3.73263885977212,1,J.Cotchery
00-0022817,0.42638225783593975,0.46577435988001525,2,S.Ryan
00-0022828,0.413907481823117,0.438964033965021,1,N.Jones
00-0022882,0.5378771645844811,0.5212934490771861,45,M.Jones
00-0022893,0.813617561478168,-0.330593911930919,1,T.Bell
00-0022897,0.456104373006383,0.35967678949236864,2,G.Jones
00-0023008,0.5769618282240864,0.7043274484428532,39,C.Carr
00-0023084,0.73809899808839,2.24107639980502,1,M.Harris
00-0023107,0.0621946922037751,-0.0621946922037751,1,B.Wilkerson
00-0023176,0.46150324055766273,0.565194583198966,44,J.Cribbs
