kickoff_returner_player_id,avg_ep,avg_epa,return_count,kickoff_returner_player_name
00-0004541,0.1078464576567057,0.8355408202332893,2,D.Driver
00-0014655,0.432769519276917,0.722531742881984,1,M.Sellers
00-0018227,0.390800336375833,-0.803349200636149,1,C.Woodson
00-0020494,0.553129903972149,0.0095148829277604,1,S.Moss
00-0020495,-0.0188051110017113,0.0188051110017113,1,N.Clements
00-0021085,0.351791254011914,1.0113906993065,1,W.Witherspoon
00-0021182,0.587015631608665,0.329395687906072,1,M.Morris
00-0021357,0.22720402619840271,-0.061741852366443035,3,R.Cartwright
00-0021756,0.979585881577805,-0.0426526879891753,1,W.Heller
00-0022217,0.711971143813572,-0.20945623650914064,4,M.Moore
00-0022247,0.1088825154583902,0.9780006108339889,2,M.Adams
00-0022388,0.42376074483036075,-0.07192563367425474,2,T.Copper
00-0022397,0.3807188530627174,0.10509268065410067,3,V.Leach
00-0022405,1.13982269447297,0.6924221762456,1,L.Polite
00-0022427,0.606580197423076,-0.030869999357188982,3,W.Welker
00-0022811,0.457967455498874,0.200476247933693,1,J.Cotchery
00-0022897,0.374874440487474,0.0271377777680755,1,G.Jones
00-0022923,0.0801131039625034,4.46303602686385,1,D.Hall
00-0022999,0.38132617040537325,0.4824991382629375,4,J.Kuhn
00-0023008,0.5252785989238573,-0.00553941206696142,6,C.Carr
00-0023176,0.5082797092629882,0.24162384633050035,127,J.Cribbs
00-0023287,0.43357953155646123,0.6880242697079658,2,J.Leonhard
00-0023429,0.48269025029731,0.02967143390560525,2,R.Davis
00-0023437,0.6697360681682769,-0.0875274862446531,8,R.Brown
00-0023441,0.6657815463389555,0.38210711032758027,49,A.Jones
00-0023443,0.445080647943541,1.66913587722229,1,A.Rolle
00-0023448,0.896288020769134,2.33593537070556,1,T.Davis
00-0023462,1.27429347112775,0.127736261114478,1,R.White
00-0023490,0.5475750342011452,-0.10222306579817089,4,R.Parrish
00-0023496,-0.0202042497112416,0.0202042497112416,1,V.Jackson
00-0023503,0.12287542950556003,-1.8762033921278396,3,C.Roby
00-0023563,1.13982269447297,0.0340574774891138,1,D.Gandy
00-0023564,0.7002140815939795,0.1450006234961443,82,D.Sproles
00-0023693,-0.0130491262534633,0.0749807560932823,1,C.Blackburn
00-0023752,0.142389868851751,1.36184155568481,1,D.Fells
00-0023904,0.819855028297752,-5.32758302532602,1,G.McIntyre
00-0023953,0.813617561478168,1.01289818203077,1,S.Hurd
00-0023968,0.4093201513169335,0.07184814695695717,36,M.Spurlock
00-0024103,0.3962293388322,0.419822070980445,1,M.Owens
00-0024234,0.5426010188093643,0.1538371015645679,40,A.Cromartie
00-0024257,0.6728502314837995,0.26294854797092,38,D.Manning
00-0024272,0.5679373317398129,0.17573771454026757,163,D.Hester
00-0024276,0.0675467279506847,0.0895837022108026,1,T.Scheffler
00-0024287,0.0694102019333516,-0.06792065282934345,2,L.Pope
00-0024294,0.7686139254268097,0.056595498395230065,24,J.Norwood
00-0024308,0.0031341237481683,0.242658039089292,1,D.Byrd
00-0024312,0.85238548880443,0.502717917319387,1,E.Smith
00-0024315,0.813617561478168,1.02565719047561,1,M.Robinson
00-0024318,0.5826002793497581,0.3403269255203519,43,B.Smith
00-0024330,0.42576958312808233,0.3098621089787532,3,W.Blackmon
00-0024332,0.5802000411343569,0.2722115928830564,121,L.Washington
00-0024334,0.13118654143181632,-0.13118654143181632,2,B.Marshall
00-0024349,-0.0269403680867981,0.840557929564966,1,R.Ninkovich
00-0024389,0.3826927276531935,0.18918191990815109,4,D.Walker
00-0024394,0.14732892770553,0.265038383484352,1,L.Vickers
00-0024422,0.109300344716758,2.5911629688926,1,D.Martin
00-0024463,0.103879137663171,-0.0629797175351996,1,B.Obomanu
00-0024535,0.6061027538380587,0.07455739317764903,63,E.Weems
00-0024559,0.21300373570557,-0.040057042933767745,4,D.Ware
00-0024714,0.0316240824759007,0.122259395662695,1,E.Jones
00-0024756,0.2770970693986434,0.06858729826322242,13,M.Willis
00-0024796,0.0123070422851015,0.0066526228329166,1,C.Dahl
00-0024813,0.26236539158344324,0.0786302562446507,8,P.Thomas
00-0025396,0.5493262379574224,-0.0010938413667885643,95,T.Ginn
00-0025401,0.510348938638344,0.399087111582048,1,D.Revis
00-0025443,-0.0076981345482636,0.0076981345482636,1,T.Crowder
00-0025458,0.5714283216787555,-0.03767911477725183,19,L.Booker
00-0025460,0.5612119563603403,0.34909312602616804,144,J.Jones
00-0025460,0.5612119563603403,0.34909312602616804,144,Jac.Jones
00-0025464,0.7401648135855795,0.7828102742787455,2,M.Spaeth
00-0025542,0.3919269026082477,0.41247727753943786,4,D.Rosario
00-0025555,0.547763331094757,2.04437052679714,1,C.Graham
00-0025607,0.293157528154552,0.815440528094769,1,M.Mitchell
00-0025631,0.21381048363400626,-0.0796363889433754,3,J.Snelling
00-0025697,0.239784771110863,0.411483404226601,1,J.Trusnik
00-0025701,0.723836317813645,0.7393684221121174,3,J.Battle
00-0025719,0.0267286002781475,0.033120025385869646,2,A.Jordan
00-0025833,0.813617561478168,-4.96341843495611,1,P.Bailey
00-0025942,0.16058022055949545,0.38960392035369307,2,L.Douzable
00-0025951,0.5725760567100379,0.11486339300024845,71,D.Reynaud
00-0026000,0.399781248532236,0.150177118368447,1,D.Bess
00-0026008,0.678096505813301,0.143844233592972,1,M.Mulligan
00-0026019,0.412687477398252,0.05355727052665311,39,D.Woodhead
00-0026035,0.6356744184166206,0.15591315935195715,39,D.Amendola
00-0026069,0.3287969612283633,0.4395057908647369,3,M.Tolbert
