kickoff_returner_player_id,avg_ep,avg_epa,return_count,kickoff_returner_player_name
00-0022999,0.0560111936647445,-0.0560111936647445,1,J.Kuhn
00-0023441,1.002751081250608,-0.4879508081940003,8,A.Jones
00-0023564,1.082739810808562,-0.17755894490983298,2,D.Sproles
00-0024217,1.0640752703417093,-0.38567183436825936,5,R.Bush
00-0024272,1.0163507459952965,-0.08451916488003912,25,D.Hester
00-0024330,1.262117708800362,0.2073919134563775,4,W.Blackmon
00-0024535,1.1833913914287344,-0.25883691559884825,23,E.Weems
00-0025396,1.1639093564846543,-0.47293089236947705,25,T.Ginn
00-0025549,0.983354214811699,0.13488026650156845,2,B.Celek
00-0026035,0.7643534948251082,0.9062898999878332,7,D.Amendola
00-0026069,1.38073745090514,0.0314044961705804,1,M.Tolbert
00-0026144,1.51534052472562,0.507565743755549,1,D.McFadden
00-0026286,1.294301155838185,0.312415896914899,2,J.Felton
00-0026289,1.3512876487802699,-0.008573113164554336,3,T.Hightower
00-0026293,1.160281454523404,-1.9970384528860459,3,M.Slater
00-0026739,0.9487110346866157,-0.4382739315430327,3,J.Norwood
00-0027010,0.970893865218386,0.232291514053941,1,P.Chung
00-0027057,1.078820914148498,-0.175893049285715,58,B.Tate
00-0027060,1.02508412185125,-0.565945915644988,1,L.Webb
00-0027150,0.8686704462394115,0.4412216832861303,5,J.Edelman
00-0027282,1.15347311156802,0.223732790444046,1,B.Garland
00-0027547,0.9631382456128975,-0.08148796024340167,19,M.Sherels
00-0027595,0.9199409950524565,-0.18013342935591947,2,B.Walters
00-0027647,0.8361175983348709,-0.24755764732253724,6,D.McCourty
00-0027651,0.9797633731634252,-0.25795000222408115,9,D.McCluster
00-0027654,1.40680927806534,-0.8337418208830041,2,A.Benn
00-0027690,1.03836197545752,2.87825093220454,1,E.Decker
00-0027691,1.1052699213710828,-0.02785692942287662,221,A.Roberts
00-0027793,1.179707333445545,1.268712211924138,2,A.Brown
00-0027796,0.7375954782667877,-0.25946172860373434,6,J.Webb
00-0027816,0.967513527300281,-0.16338641755059008,26,M.Mariani
00-0027861,1.0931466573716266,-0.20293938943983192,7,C.Spiller
00-0027891,1.4686864528339352,0.4532095632166605,2,G.Tate
00-0027925,0.4495916586020035,0.1262428881891538,6,J.Develin
00-0027943,0.8215841550263581,-0.615647231054027,2,P.Peterson
00-0027994,1.0570478337402973,-0.11727759226535753,9,S.Vereen
00-0027996,0.890853035729379,-0.955718233715743,1,T.Smith
00-0028002,1.082108127884565,-0.496983423945494,2,R.Cobb
00-0028041,0.0303200009511784,-0.0303200009511784,1,S.Acho
