kickoff_returner_player_id,avg_ep,avg_epa,return_count,kickoff_returner_player_name
00-0005091,0.7434966901782901,0.2702085639660558,6,K.Faulk
00-0005231,0.6026217149337756,2.1379293217323747,2,B.Finneran
00-0006305,0.5490952714333415,0.20764685270842176,9,A.Green
00-0014071,0.4885701183739002,0.12008933652032316,8,A.Rossum
00-0014655,0.261858597863466,0.62213999312371,1,M.Sellers
00-0015601,0.41697132540866777,0.8470741524361083,3,A.Stecker
00-0018227,0.563103687367402,0.05771509348414835,2,C.Woodson
00-0018958,0.477627760381438,1.66351250672597,1,L.Coles
00-0019281,0.0103581324219704,0.935404752381146,1,M.Furrey
00-0019650,0.988131501867124,0.7529491358436634,3,D.Northcutt
00-0019693,0.428644709754735,0.0282240938395262,1,J.Lewis
00-0020268,0.21019282212364448,0.10225789379910576,2,T.Stewart
00-0020270,0.610427110881574,0.3124213651535685,8,C.Buckhalter
00-0020285,0.6095416320798297,0.5096276451367886,3,A.Crumpler
00-0020342,0.846806860528886,1.65180311538279,1,B.Manumaleuna
00-0020389,-0.0075337323651183,0.097833496023668,1,R.Hochstein
00-0020462,0.708903229562566,-0.688569041201845,1,L.Jordan
00-0020508,0.314211300108582,0.796381568536162,1,M.Norris
00-0020550,0.0720707988366485,1.13454804616049,1,D.Dinkins
00-0021175,0.5863713683793325,0.3054690210670798,33,A.Davis
00-0021184,0.616137355333194,1.00408248673193,1,L.Betts
00-0021213,0.782508780714124,0.765414303634316,1,C.Baker
00-0021357,0.5538951755420735,0.26366264043369864,39,R.Cartwright
00-0021525,-0.0118930881726556,0.0118930881726556,1,C.Fitzsimmons
00-0021604,0.887707966379821,0.463619553949684,1,I.Idonije
00-0021755,0.4734813396353275,0.2945168206933887,2,E.Graham
00-0021999,0.348664216639008,1.9248300465988,1,N.Burleson
00-0022008,0.376520352438092,1.03057606518269,1,T.McGee
00-0022010,0.908082807436585,0.0087500615045428,1,N.Eason
00-0022064,0.5987908189805847,0.1936581049424909,3,A.Battle
00-0022090,0.01971273616072725,0.20107536620344046,2,S.Williams
00-0022155,0.0103581324219704,1.41578257922083,1,J.Kennedy
00-0022217,0.12434908004070179,-0.004572986668790701,4,M.Moore
00-0022288,0.8124698274768889,0.510904616327025,2,J.Wright
00-0022296,0.3339698631704473,0.24073962595624243,3,J.Jenkins
00-0022388,0.828176158946008,0.193832762073725,1,T.Copper
00-0022397,0.6290176323382185,0.8278245305118614,2,V.Leach
00-0022405,0.923060185043139,1.0127763680648054,2,L.Polite
00-0022427,0.42829281304148,0.1405562018335329,2,W.Welker
00-0022434,0.834393110591918,0.592958710156381,1,C.Davis
00-0022529,-0.00737512903288,0.00737512903288,1,L.Lawton
00-0022610,0.09861875558272,0.323680148459971,1,Sp.Johnson
00-0022613,0.14396111574024,1.26830813940614,1,G.Martinez
00-0022695,0.39891005055687867,-2.4735129994078333,2,J.Babin
00-0022714,0.416438415180892,1.00003883708268,1,K.Wilson
00-0022746,0.8241497600916782,0.5431383047951391,5,J.Dugan
00-0022750,0.835042712744325,1.20457594422624,1,D.Edwards
