play_id,game_id,old_game_id,home_team,away_team,season_type,week,posteam,posteam_type,defteam,side_of_field,yardline_100,game_date,quarter_seconds_remaining,half_seconds_remaining,game_half,time,yrdln,desc,play_type,kick_distance,ep,epa,touchback,kickoff_in_endzone,kickoff_out_of_bounds,kickoff_downed,kickoff_fair_catch,fumble_forced,fumble_not_forced,own_kickoff_recovery,own_kickoff_recovery_td,kickoff_attempt,kickoff_returner_player_name,kickoff_returner_player_id,lateral_kickoff_returner_player_id,lateral_kickoff_returner_player_name,kicker_player_name,kicker_player_id,own_kickoff_recovery_player_id,own_kickoff_recovery_player_name,return_team,return_yards,penalty_team,penalty_player_id,penalty_player_name,penalty_yards,penalty_type,location
43,2022_01_BAL_NYJ,2022091107,NYJ,BAL,REG,1,NYJ,home,BAL,BAL,35.0,2022-09-11,900,1800,Half1,15:00,BAL 35,9-J.Tucker kicks 68 yards from BAL 35 to NYJ -3. 10-B.Berrios to NYJ 22 for 25 yards (51-J.Ross).,kickoff,68.0,1.4740977678448,-0.443521179258823,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,B.Berrios,00-0034419,,,J.Tucker,00-0029597,,,NYJ,25.0,,,,,,Home
809,2022_01_BAL_NYJ,2022091107,NYJ,BAL,REG,1,NYJ,home,BAL,BAL,35.0,2022-09-11,196,1096,Half1,03:16,BAL 35,"9-J.Tucker kicks 65 yards from BAL 35 to end zone, Touchback.",kickoff,65.0,1.69728378113359,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,J.Tucker,00-0029597,,,NYJ,0.0,,,,,,Home
1681,2022_01_BAL_NYJ,2022091107,NYJ,BAL,REG,1,NYJ,home,BAL,BAL,35.0,2022-09-11,225,225,Half1,03:45,BAL 35,"9-J.Tucker kicks 65 yards from BAL 35 to end zone, Touchback.",kickoff,65.0,0.902776310453191,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,J.Tucker,00-0029597,,,NYJ,0.0,,,,,,Home
1971,2022_01_BAL_NYJ,2022091107,NYJ,BAL,REG,1,BAL,away,NYJ,NYJ,35.0,2022-09-11,24,24,Half1,00:24,NYJ 35,"6-G.Zuerlein kicks 65 yards from NYJ 35 to end zone, Touchback.",kickoff,65.0,0.128992111363914,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,G.Zuerlein,00-0029621,,,BAL,0.0,,,,,,Home
2034,2022_01_BAL_NYJ,2022091107,NYJ,BAL,REG,1,BAL,away,NYJ,NYJ,35.0,2022-09-11,900,1800,Half2,15:00,NYJ 35,"6-G.Zuerlein kicks 65 yards from NYJ 35 to end zone, Touchback.",kickoff,65.0,0.770222366787493,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,G.Zuerlein,00-0029621,,,BAL,0.0,,,,,,Home
2442,2022_01_BAL_NYJ,2022091107,NYJ,BAL,REG,1,NYJ,home,BAL,BAL,35.0,2022-09-11,434,1334,Half2,07:14,BAL 35,"9-J.Tucker kicks 65 yards from BAL 35 to end zone, Touchback.",kickoff,65.0,1.39964911574498,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,J.Tucker,00-0029597,,,NYJ,0.0,,,,,,Home
2748,2022_01_BAL_NYJ,2022091107,NYJ,BAL,REG,1,NYJ,home,BAL,BAL,35.0,2022-09-11,126,1026,Half2,02:06,BAL 35,"9-J.Tucker kicks 70 yards from BAL 35 to NYJ -5. 10-B.Berrios pushed ob at NYJ 18 for 23 yards (5-J.Armour-Davis). PENALTY on NYJ-54-J.Martin, Offensive Holding, 9 yards, enforced at NYJ 18.",kickoff,70.0,1.37291561206803,-1.06603919202462,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,B.Berrios,00-0034419,,,J.Tucker,00-0029597,,,NYJ,23.0,NYJ,00-0034163,J.Martin,9.0,Offensive Holding,Home
4151,2022_01_BAL_NYJ,2022091107,NYJ,BAL,REG,1,BAL,away,NYJ,NYJ,35.0,2022-09-11,60,60,Half2,01:00,NYJ 35,7-B.Mann kicks onside 7 yards from NYJ 35 to NYJ 42. 57-K.Welch (didn't try to advance) to NYJ 42 for no gain.,kickoff,7.0,0.57402827043552,1.85065865673823,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,B.Mann,00-0036313,,,,0.0,,,,,,Home
41,2022_01_BUF_LA,2022090800,LA,BUF,REG,1,BUF,away,LA,LA,35.0,2022-09-08,900,1800,Half1,15:00,LA 35,"8-M.Gay kicks 65 yards from LA 35 to end zone, Touchback.",kickoff,65.0,1.00825135828927,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,M.Gay,00-0035269,,,BUF,0.0,,,,,,Home
277,2022_01_BUF_LA,2022090800,LA,BUF,REG,1,LA,home,BUF,BUF,35.0,2022-09-08,596,1496,Half1,09:56,BUF 35,2-T.Bass kicks 65 yards from BUF 35 to LA 0. 19-B.Powell to LA 17 for 17 yards (4-J.Johnson).,kickoff,65.0,1.56751448940486,-0.465860614553094,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,B.Powell,00-0034646,,,T.Bass,00-0036162,,,LA,17.0,,,,,,Home
