play_id,game_id,old_game_id,home_team,away_team,season_type,week,posteam,posteam_type,defteam,side_of_field,yardline_100,game_date,quarter_seconds_remaining,half_seconds_remaining,game_half,time,yrdln,desc,play_type,kick_distance,ep,epa,touchback,kickoff_in_endzone,kickoff_out_of_bounds,kickoff_downed,kickoff_fair_catch,fumble_forced,fumble_not_forced,own_kickoff_recovery,own_kickoff_recovery_td,kickoff_attempt,kickoff_returner_player_name,kickoff_returner_player_id,lateral_kickoff_returner_player_id,lateral_kickoff_returner_player_name,kicker_player_name,kicker_player_id,own_kickoff_recovery_player_id,own_kickoff_recovery_player_name,return_team,return_yards,penalty_team,penalty_player_id,penalty_player_name,penalty_yards,penalty_type,location
36,2019_01_ATL_MIN,2019090804,MIN,ATL,REG,1,ATL,away,MIN,MIN,35.0,2019-09-08,900.0,1800.0,Half1,15:00,MIN 35,"5-D.Bailey kicks 65 yards from MIN 35 to end zone, Touchback.",kickoff,65.0,1.00825135828927,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,D.Bailey,00-0028660,,,ATL,0.0,,,,,,Home
255,2019_01_ATL_MIN,2019090804,MIN,ATL,REG,1,ATL,away,MIN,MIN,35.0,2019-09-08,710.0,1610.0,Half1,11:50,MIN 35,5-D.Bailey kicks 67 yards from MIN 35 to ATL -2. 38-K.Barner to ATL 16 for 18 yards (40-K.Brothers).,kickoff,67.0,1.09918040968478,-0.612925147172064,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,K.Barner,00-0030465,,,D.Bailey,00-0028660,,,ATL,18.0,,,,,,Home
510,2019_01_ATL_MIN,2019090804,MIN,ATL,REG,1,ATL,away,MIN,MIN,35.0,2019-09-08,502.0,1402.0,Half1,08:22,MIN 35,"5-D.Bailey kicks 65 yards from MIN 35 to end zone, Touchback.",kickoff,65.0,1.10838664369658,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,D.Bailey,00-0028660,,,ATL,0.0,,,,,,Home
1581,2019_01_ATL_MIN,2019090804,MIN,ATL,REG,1,ATL,away,MIN,MIN,40.0,2019-09-08,280.0,280.0,Half1,04:40,MIN 40,"5-D.Bailey kicks 60 yards from MIN 40 to end zone, Touchback.",kickoff,60.0,0.945770830381662,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,D.Bailey,00-0028660,,,ATL,0.0,,,,,,Home
2109,2019_01_ATL_MIN,2019090804,MIN,ATL,REG,1,MIN,home,ATL,ATL,35.0,2019-09-08,900.0,1800.0,Half2,15:00,ATL 35,"5-M.Bosher kicks 65 yards from ATL 35 to end zone, Touchback.",kickoff,65.0,1.84128398401663,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,M.Bosher,00-0028130,,,MIN,0.0,,,,,,Home
2898,2019_01_ATL_MIN,2019090804,MIN,ATL,REG,1,ATL,away,MIN,MIN,35.0,2019-09-08,29.0,929.0,Half2,00:29,MIN 35,5-D.Bailey kicks 68 yards from MIN 35 to ATL -3. 38-K.Barner to ATL 23 for 26 yards (42-B.Gedeon).,kickoff,68.0,1.22019706224091,-0.159598641330376,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,K.Barner,00-0030465,,,D.Bailey,00-0028660,,,ATL,26.0,,,,,,Home
3318,2019_01_ATL_MIN,2019090804,MIN,ATL,REG,1,MIN,home,ATL,ATL,35.0,2019-09-08,559.0,559.0,Half2,09:19,ATL 35,5-M.Bosher kicks 49 yards from ATL 35 to MIN 16. 12-C.Beebe pushed ob at MIN 29 for 13 yards (37-R.Allen).,kickoff,49.0,1.46464462741278,0.194521009922028,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,C.Beebe,00-0034309,,,M.Bosher,00-0028130,,,MIN,13.0,,,,,,Home
3997,2019_01_ATL_MIN,2019090804,MIN,ATL,REG,1,MIN,home,ATL,ATL,35.0,2019-09-08,65.0,65.0,Half2,01:05,ATL 35,"5-M.Bosher kicks onside 9 yards from ATL 35 to ATL 44, impetus ends at ATL 44. 30-C.Ham (didn't try to advance) to ATL 44 for no gain. PENALTY on ATL-5-M.Bosher, Illegal Touch Kick, 5 yards, enforced at ATL 44.",kickoff,9.0,0.67910195235163,1.25806523591746,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,M.Bosher,00-0028130,,,,0.0,ATL,00-0028130,M.Bosher,5.0,Illegal Touch Kick,Home
36,2019_01_BAL_MIA,2019090803,MIA,BAL,REG,1,BAL,away,MIA,MIA,35.0,2019-09-08,900.0,1800.0,Half1,15:00,MIA 35,"7-J.Sanders kicks 66 yards from MIA 35 to BAL -1. 43-J.Hill MUFFS catch, and recovers at BAL 2. 43-J.Hill to BAL 11 for 9 yards (44-D.Lacey).",kickoff,66.0,0.770222366787493,-1.00116717303172,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,J.Hill,00-0034975,,,J.Sanders,00-0034794,,,BAL,9.0,,,,,,Home
293,2019_01_BAL_MIA,2019090803,MIA,BAL,REG,1,MIA,home,BAL,BAL,35.0,2019-09-08,634.0,1534.0,Half1,10:34,BAL 35,9-J.Tucker kicks 67 yards from BAL 35 to MIA -2. 19-J.Grant to MIA 21 for 23 yards (32-D.Elliott).,kickoff,67.0,1.12961066956632,-0.412080004811287,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,J.Grant,00-0032791,,,J.Tucker,00-0029597,,,MIA,23.0,,,,,,Home
460,2019_01_BAL_MIA,2019090803,MIA,BAL,REG,1,MIA,home,BAL,BAL,35.0,2019-09-08,517.0,1417.0,Half1,08:37,BAL 35,"9-J.Tucker kicks 65 yards from BAL 35 to end zone, Touchback.",kickoff,65.0,1.10625592758879,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,J.Tucker,00-0029597,,,MIA,0.0,,,,,,Home
724,2019_01_BAL_MIA,2019090803,MIA,BAL,REG,1,MIA,home,BAL,BAL,35.0,2019-09-08,257.0,1157.0,Half1,04:17,BAL 35,9-J.Tucker kicks 65 yards from BAL 35 to MIA 0. 19-J.Grant to MIA 15 for 15 yards (31-B.Trawick).,kickoff,65.0,1.09432980162092,-0.722887857584283,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,J.Grant,00-0032791,,,J.Tucker,00-0029597,,,MIA,15.0,,,,,,Home
1123,2019_01_BAL_MIA,2019090803,MIA,BAL,REG,1,MIA,home,BAL,BAL,35.0,2019-09-08,829.0,829.0,Half1,13:49,BAL 35,"9-J.Tucker kicks 65 yards from BAL 35 to end zone, Touchback.",kickoff,65.0,0.939181991619989,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,J.Tucker,00-0029597,,,MIA,0.0,,,,,,Home
1315,2019_01_BAL_MIA,2019090803,MIA,BAL,REG,1,BAL,away,MIA,MIA,35.0,2019-09-08,638.0,638.0,Half1,10:38,MIA 35,"7-J.Sanders kicks 65 yards from MIA 35 to end zone, Touchback.",kickoff,65.0,1.24548857379705,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,J.Sanders,00-0034794,,,BAL,0.0,,,,,,Home
1535,2019_01_BAL_MIA,2019090803,MIA,BAL,REG,1,MIA,home,BAL,BAL,35.0,2019-09-08,410.0,410.0,Half1,06:50,BAL 35,"9-J.Tucker kicks 66 yards from BAL 35 to MIA -1. 19-J.Grant to MIA 20 for 21 yards (31-B.Trawick; 36-C.Clark). PENALTY on MIA-30-C.Lammons, Offensive Holding, 10 yards, enforced at MIA 20.",kickoff,66.0,0.807428195839748,-1.00917524355464,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,J.Grant,00-0032791,,,J.Tucker,00-0029597,,,MIA,21.0,MIA,00-0034145,C.Lammons,10.0,Offensive Holding,Home
1938,2019_01_BAL_MIA,2019090803,MIA,BAL,REG,1,MIA,home,BAL,BAL,35.0,2019-09-08,102.0,102.0,Half1,01:42,BAL 35,"9-J.Tucker kicks 65 yards from BAL 35 to end zone, Touchback.",kickoff,65.0,0.955672160140239,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,J.Tucker,00-0029597,,,MIA,0.0,,,,,,Home
2191,2019_01_BAL_MIA,2019090803,MIA,BAL,REG,1,BAL,away,MIA,MIA,35.0,2019-09-08,13.0,13.0,Half1,00:13,MIA 35,"7-J.Sanders kicks 65 yards from MIA 35 to end zone, Touchback.",kickoff,65.0,0.0328839598223567,-0.0328839598223567,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,J.Sanders,00-0034794,,,BAL,0.0,,,,,,Home
2244,2019_01_BAL_MIA,2019090803,MIA,BAL,REG,1,MIA,home,BAL,BAL,35.0,2019-09-08,900.0,1800.0,Half2,15:00,BAL 35,"9-J.Tucker kicks 65 yards from BAL 35 to end zone, Touchback.",kickoff,65.0,1.4740977678448,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,J.Tucker,00-0029597,,,MIA,0.0,,,,,,Home
2708,2019_01_BAL_MIA,2019090803,MIA,BAL,REG,1,MIA,home,BAL,BAL,35.0,2019-09-08,474.0,1374.0,Half2,07:54,BAL 35,"9-J.Tucker kicks 65 yards from BAL 35 to end zone, Touchback.",kickoff,65.0,1.40740006230772,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,J.Tucker,00-0029597,,,MIA,0.0,,,,,,Home
3165,2019_01_BAL_MIA,2019090803,MIA,BAL,REG,1,MIA,home,BAL,BAL,35.0,2019-09-08,22.0,922.0,Half2,00:22,BAL 35,"9-J.Tucker kicks 65 yards from BAL 35 to end zone, Touchback.",kickoff,65.0,1.24457476194948,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,J.Tucker,00-0029597,,,MIA,0.0,,,,,,Home
3492,2019_01_BAL_MIA,2019090803,MIA,BAL,REG,1,MIA,home,BAL,BAL,35.0,2019-09-08,564.0,564.0,Half2,09:24,BAL 35,"9-J.Tucker kicks 65 yards from BAL 35 to end zone, Touchback. PENALTY on BAL-41-A.Levine, Illegal Formation, 5 yards, enforced at MIA 25.",kickoff,65.0,1.34559786319733,0.23174857115373,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,J.Tucker,00-0029597,,,MIA,0.0,BAL,00-0027539,A.Levine,5.0,Illegal Formation,Home
36,2019_01_BUF_NYJ,2019090805,NYJ,BUF,REG,1,BUF,away,NYJ,NYJ,35.0,2019-09-08,900.0,1800.0,Half1,15:00,NYJ 35,"6-K.Vedvik kicks 65 yards from NYJ 35 to end zone, Touchback.",kickoff,65.0,0.770222366787493,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,K.Vedvik,00-0034202,,,BUF,0.0,,,,,,Home
473,2019_01_BUF_NYJ,2019090805,NYJ,BUF,REG,1,BUF,away,NYJ,NYJ,35.0,2019-09-08,634.0,1534.0,Half1,10:34,NYJ 35,"6-K.Vedvik kicks 65 yards from NYJ 35 to end zone, Touchback.",kickoff,65.0,0.869486898649484,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,K.Vedvik,00-0034202,,,BUF,0.0,,,,,,Home
2219,2019_01_BUF_NYJ,2019090805,NYJ,BUF,REG,1,NYJ,home,BUF,BUF,35.0,2019-09-08,900.0,1800.0,Half2,15:00,BUF 35,"4-S.Hauschka kicks 65 yards from BUF 35 to end zone, Touchback.",kickoff,65.0,1.4740977678448,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,S.Hauschka,00-0025944,,,NYJ,0.0,,,,,,Home
2481,2019_01_BUF_NYJ,2019090805,NYJ,BUF,REG,1,NYJ,home,BUF,BUF,20.0,2019-09-08,712.0,1612.0,Half2,11:52,BUF 20,9-C.Bojorquez kicks 50 yards from BUF 20 to NYJ 30. 10-B.Berrios to NYJ 40 for 10 yards (41-Mau.Alexander).,kickoff,50.0,1.45250998344272,0.948415118735284,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,B.Berrios,00-0034419,,,C.Bojorquez,00-0034721,,,NYJ,10.0,,,,,,Home
2835,2019_01_BUF_NYJ,2019090805,NYJ,BUF,REG,1,BUF,away,NYJ,NYJ,35.0,2019-09-08,421.0,1321.0,Half2,07:01,NYJ 35,"6-K.Vedvik kicks 65 yards from NYJ 35 to end zone, Touchback.",kickoff,65.0,1.18807337922044,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,K.Vedvik,00-0034202,,,BUF,0.0,,,,,,Home
3125,2019_01_BUF_NYJ,2019090805,NYJ,BUF,REG,1,NYJ,home,BUF,BUF,35.0,2019-09-08,228.0,1128.0,Half2,03:48,BUF 35,"4-S.Hauschka kicks 65 yards from BUF 35 to end zone, Touchback.",kickoff,65.0,1.08830470708199,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,S.Hauschka,00-0025944,,,NYJ,0.0,,,,,,Home
3551,2019_01_BUF_NYJ,2019090805,NYJ,BUF,REG,1,NYJ,home,BUF,BUF,35.0,2019-09-08,621.0,621.0,Half2,10:21,BUF 35,"4-S.Hauschka kicks 65 yards from BUF 35 to end zone, Touchback.",kickoff,65.0,0.966356629272923,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,S.Hauschka,00-0025944,,,NYJ,0.0,,,,,,Home
4017,2019_01_BUF_NYJ,2019090805,NYJ,BUF,REG,1,NYJ,home,BUF,BUF,35.0,2019-09-08,180.0,180.0,Half2,03:00,BUF 35,"4-S.Hauschka kicks 65 yards from BUF 35 to end zone, Touchback.",kickoff,65.0,0.752518768887967,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,S.Hauschka,00-0025944,,,NYJ,0.0,,,,,,Home
