play_id,game_id,old_game_id,home_team,away_team,season_type,week,posteam,posteam_type,defteam,side_of_field,yardline_100,game_date,quarter_seconds_remaining,half_seconds_remaining,game_half,time,yrdln,desc,play_type,kick_distance,ep,epa,touchback,kickoff_in_endzone,kickoff_out_of_bounds,kickoff_downed,kickoff_fair_catch,fumble_forced,fumble_not_forced,own_kickoff_recovery,own_kickoff_recovery_td,kickoff_attempt,kickoff_returner_player_name,kickoff_returner_player_id,lateral_kickoff_returner_player_id,lateral_kickoff_returner_player_name,kicker_player_name,kicker_player_id,own_kickoff_recovery_player_id,own_kickoff_recovery_player_name,return_team,return_yards,penalty_team,penalty_player_id,penalty_player_name,penalty_yards,penalty_type,location
35,2012_01_ATL_KC,2012090908,KC,ATL,REG,1,ATL,away,KC,KC,35.0,2012-09-09,900.0,1800.0,Half1,15:00,KC 35,"6-R.Succop kicks 65 yards from KC 35 to end zone, Touchback.",kickoff,65.0,0.0103581324219704,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,R.Succop,00-0026968,,,ATL,0.0,,,,,,Home
337,2012_01_ATL_KC,2012090908,KC,ATL,REG,1,KC,home,ATL,ATL,35.0,2012-09-09,531.0,1431.0,Half1,08:51,ATL 35,5-M.Bosher kicks 60 yards from ATL 35 to KC 5. 21-J.Arenas to KC 23 for 18 yards (21-C.Owens).,kickoff,60.0,0.835042712744325,0.132884833496064,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,J.Arenas,00-0027660,,,M.Bosher,00-0028130,,,KC,18.0,,,,,,Home
607,2012_01_ATL_KC,2012090908,KC,ATL,REG,1,ATL,away,KC,KC,35.0,2012-09-09,242.0,1142.0,Half1,04:02,KC 35,6-R.Succop kicks 66 yards from KC 35 to ATL -1. 32-Jz. Rodgers pushed ob at KC 24 for 77 yards (21-J.Arenas).,kickoff,66.0,0.126064905431122,3.98011658038013,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Jz. Rodgers,00-0028083,,,R.Succop,00-0026968,,,ATL,77.0,,,,,,Home
746,2012_01_ATL_KC,2012090908,KC,ATL,REG,1,KC,home,ATL,ATL,35.0,2012-09-09,117.0,1017.0,Half1,01:57,ATL 35,5-M.Bosher kicks 66 yards from ATL 35 to KC -1. 21-J.Arenas to KC 24 for 25 yards (44-J.Snelling).,kickoff,66.0,0.795594044029713,0.174282004125416,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,J.Arenas,00-0027660,,,M.Bosher,00-0028130,,,KC,25.0,,,,,,Home
999,2012_01_ATL_KC,2012090908,KC,ATL,REG,1,ATL,away,KC,KC,35.0,2012-09-09,699.0,699.0,Half1,11:39,KC 35,6-R.Succop kicks 65 yards from KC 35 to ATL 0. 32-Jz. Rodgers to ATL 27 for 27 yards (96-A.Studebaker).,kickoff,65.0,0.302386295516044,0.446579660754651,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Jz. Rodgers,00-0028083,,,R.Succop,00-0026968,,,ATL,27.0,,,,,,Home
1229,2012_01_ATL_KC,2012090908,KC,ATL,REG,1,KC,home,ATL,ATL,35.0,2012-09-09,468.0,468.0,Half1,07:48,ATL 35,"5-M.Bosher kicks 74 yards from ATL 35 to KC -9. 21-J.Arenas, Touchback.",kickoff,65.0,0.724852389190346,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,M.Bosher,00-0028130,,,KC,0.0,,,,,,Home
1443,2012_01_ATL_KC,2012090908,KC,ATL,REG,1,ATL,away,KC,KC,35.0,2012-09-09,218.0,218.0,Half1,03:38,KC 35,"6-R.Succop kicks 73 yards from KC 35 to ATL -8. 32-Jz. Rodgers, Touchback.",kickoff,65.0,0.498892609030008,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,R.Succop,00-0026968,,,ATL,0.0,,,,,,Home
1767,2012_01_ATL_KC,2012090908,KC,ATL,REG,1,KC,home,ATL,ATL,35.0,2012-09-09,10.0,10.0,Half1,00:10,ATL 35,5-M.Bosher kicks 52 yards from ATL 35 to KC 13. 10-T.Copper to KC 29 for 16 yards (71-K.Biermann).,kickoff,52.0,0.0150881970184855,-0.0150881970184855,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,T.Copper,00-0022388,,,M.Bosher,00-0028130,,,KC,16.0,,,,,,Home
1826,2012_01_ATL_KC,2012090908,KC,ATL,REG,1,KC,home,ATL,ATL,35.0,2012-09-09,900.0,1800.0,Half2,15:00,ATL 35,"5-M.Bosher kicks 65 yards from ATL 35 to end zone, Touchback.",kickoff,65.0,0.813617561478168,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,M.Bosher,00-0028130,,,KC,0.0,,,,,,Home
2293,2012_01_ATL_KC,2012090908,KC,ATL,REG,1,KC,home,ATL,ATL,35.0,2012-09-09,294.0,1194.0,Half2,04:54,ATL 35,"5-M.Bosher kicks 71 yards from ATL 35 to KC -6. 21-J.Arenas, Touchback.",kickoff,65.0,0.80617627967149,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,M.Bosher,00-0028130,,,KC,0.0,,,,,,Home
2424,2012_01_ATL_KC,2012090908,KC,ATL,REG,1,KC,home,ATL,ATL,35.0,2012-09-09,236.0,1136.0,Half2,03:56,ATL 35,"5-M.Bosher kicks 65 yards from ATL 35 to end zone, Touchback.",kickoff,65.0,0.782421522308141,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,M.Bosher,00-0028130,,,KC,0.0,,,,,,Home
2684,2012_01_ATL_KC,2012090908,KC,ATL,REG,1,KC,home,ATL,ATL,35.0,2012-09-09,853.0,853.0,Half2,14:13,ATL 35,5-M.Bosher kicks 66 yards from ATL 35 to KC -1. 21-J.Arenas to KC 17 for 18 yards (51-R.James).,kickoff,66.0,0.734185313805938,-0.17781821731478,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,J.Arenas,00-0027660,,,M.Bosher,00-0028130,,,KC,18.0,,,,,,Home
2876,2012_01_ATL_KC,2012090908,KC,ATL,REG,1,KC,home,ATL,ATL,35.0,2012-09-09,640.0,640.0,Half2,10:40,ATL 35,"5-M.Bosher kicks 73 yards from ATL 35 to KC -8. 21-J.Arenas pushed ob at KC 10 for 18 yards (71-K.Biermann). Penalty on KC-20-S.Draughn, Unnecessary Roughness, offsetting. Penalty on ATL-21-C.Owens, Unnecessary Roughness, offsetting.",kickoff,73.0,0.653741516172886,-0.684138370677829,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,J.Arenas,00-0027660,,,M.Bosher,00-0028130,,,KC,18.0,,,,,,Home
3599,2012_01_ATL_KC,2012090908,KC,ATL,REG,1,ATL,away,KC,KC,35.0,2012-09-09,5.0,5.0,Half2,00:05,KC 35,6-R.Succop kicks 70 yards from KC 35 to ATL -5. 83-H.Douglas to ATL 3 for 8 yards (20-S.Draughn).,kickoff,70.0,-0.0098305077117402,0.0098305077117402,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,H.Douglas,00-0026224,,,R.Succop,00-0026968,,,ATL,8.0,,,,,,Home
36,2012_01_BUF_NYJ,2012090902,NYJ,BUF,REG,1,NYJ,home,BUF,BUF,35.0,2012-09-09,900.0,1800.0,Half1,15:00,BUF 35,3-J.Potter kicks 70 yards from BUF 35 to NYJ -5. 25-J.McKnight to NYJ 19 for 24 yards (51-C.White).,kickoff,70.0,0.813617561478168,-0.0839518900029361,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,J.McKnight,00-0027712,,,J.Potter,00-0029318,,,NYJ,24.0,,,,,,Home
633,2012_01_BUF_NYJ,2012090902,NYJ,BUF,REG,1,BUF,away,NYJ,NYJ,35.0,2012-09-09,362.0,1262.0,Half1,06:02,NYJ 35,"2-N.Folk kicks 65 yards from NYJ 35 to end zone, Touchback.",kickoff,65.0,0.147858948912472,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,N.Folk,00-0025565,,,BUF,0.0,,,,,,Home
964,2012_01_BUF_NYJ,2012090902,NYJ,BUF,REG,1,BUF,away,NYJ,NYJ,35.0,2012-09-09,893.0,893.0,Half1,14:53,NYJ 35,"2-N.Folk kicks 65 yards from NYJ 35 to end zone, Touchback.",kickoff,65.0,0.175842271652073,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,N.Folk,00-0025565,,,BUF,0.0,,,,,,Home
1149,2012_01_BUF_NYJ,2012090902,NYJ,BUF,REG,1,BUF,away,NYJ,NYJ,35.0,2012-09-09,760.0,760.0,Half1,12:40,NYJ 35,"2-N.Folk kicks 65 yards from NYJ 35 to end zone, Touchback.",kickoff,65.0,0.273046334739774,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,N.Folk,00-0025565,,,BUF,0.0,,,,,,Home
1339,2012_01_BUF_NYJ,2012090902,NYJ,BUF,REG,1,NYJ,home,BUF,BUF,35.0,2012-09-09,546.0,546.0,Half1,09:06,BUF 35,"3-J.Potter kicks 65 yards from BUF 35 to end zone, Touchback.",kickoff,65.0,0.780092315748334,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,J.Potter,00-0029318,,,NYJ,0.0,,,,,,Home
1794,2012_01_BUF_NYJ,2012090902,NYJ,BUF,REG,1,BUF,away,NYJ,NYJ,35.0,2012-09-09,117.0,117.0,Half1,01:57,NYJ 35,"2-N.Folk kicks 65 yards from NYJ 35 to end zone, Touchback.",kickoff,65.0,0.232839127536863,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,N.Folk,00-0025565,,,BUF,0.0,,,,,,Home
2057,2012_01_BUF_NYJ,2012090902,NYJ,BUF,REG,1,BUF,away,NYJ,NYJ,35.0,2012-09-09,12.0,12.0,Half1,00:12,NYJ 35,"2-N.Folk kicks 65 yards from NYJ 35 to end zone, Touchback.",kickoff,65.0,0.0031341237481683,-0.0031341237481683,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,N.Folk,00-0025565,,,BUF,0.0,,,,,,Home
2110,2012_01_BUF_NYJ,2012090902,NYJ,BUF,REG,1,BUF,away,NYJ,NYJ,35.0,2012-09-09,900.0,1800.0,Half2,15:00,NYJ 35,2-N.Folk kicks 68 yards from NYJ 35 to BUF -3. 21-L.McKelvin to BUF 20 for 23 yards (54-N.Bellore; 50-G.McIntyre).,kickoff,68.0,0.0103581324219704,0.0413412675261498,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,L.McKelvin,00-0026151,,,N.Folk,00-0025565,,,BUF,23.0,,,,,,Home
2224,2012_01_BUF_NYJ,2012090902,NYJ,BUF,REG,1,BUF,away,NYJ,NYJ,35.0,2012-09-09,821.0,1721.0,Half2,13:41,NYJ 35,"2-N.Folk kicks 65 yards from NYJ 35 to end zone, Touchback.",kickoff,65.0,0.0923723848536611,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,N.Folk,00-0025565,,,BUF,0.0,,,,,,Home
2499,2012_01_BUF_NYJ,2012090902,NYJ,BUF,REG,1,BUF,away,NYJ,NYJ,35.0,2012-09-09,578.0,1478.0,Half2,09:38,NYJ 35,2-N.Folk kicks 64 yards from NYJ 35 to BUF 1. 21-L.McKelvin to BUF 23 for 22 yards (32-J.Bush).,kickoff,64.0,0.145664136391133,0.111456444952637,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,L.McKelvin,00-0026151,,,N.Folk,00-0025565,,,BUF,22.0,,,,,,Home
