play_id,game_id,old_game_id,home_team,away_team,season_type,week,posteam,posteam_type,defteam,side_of_field,yardline_100,game_date,quarter_seconds_remaining,half_seconds_remaining,game_half,time,yrdln,desc,play_type,kick_distance,ep,epa,touchback,kickoff_in_endzone,kickoff_out_of_bounds,kickoff_downed,kickoff_fair_catch,fumble_forced,fumble_not_forced,own_kickoff_recovery,own_kickoff_recovery_td,kickoff_attempt,kickoff_returner_player_name,kickoff_returner_player_id,lateral_kickoff_returner_player_id,lateral_kickoff_returner_player_name,kicker_player_name,kicker_player_id,own_kickoff_recovery_player_id,own_kickoff_recovery_player_name,return_team,return_yards,penalty_team,penalty_player_id,penalty_player_name,penalty_yards,penalty_type,location
37,2017_01_ARI_DET,2017091004,DET,ARI,REG,1,ARI,away,DET,DET,35.0,2017-09-10,900.0,1800.0,Half1,15:00,DET 35,2-K.Redfern kicks 65 yards from DET 35 to ARI 0. 33-K.Williams to ARI 23 for 23 yards (35-M.Killebrew).,kickoff,65.0,0.83965100068599,-0.287176403217018,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,K.Williams,00-0030117,,,K.Redfern,00-0031420,,,ARI,23.0,,,,,,Home
292,2017_01_ARI_DET,2017091004,DET,ARI,REG,1,DET,home,ARI,ARI,35.0,2017-09-10,674.0,1574.0,Half1,11:14,ARI 35,4-P.Dawson kicks 68 yards from ARI 35 to DET -3. 36-D.Washington to DET 15 for 18 yards (26-B.Williams; 36-B.Baker).,kickoff,68.0,1.74621200421825,-0.782078320626169,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,D.Washington,00-0032450,,,P.Dawson,00-0004091,,,DET,18.0,,,,,,Home
851,2017_01_ARI_DET,2017091004,DET,ARI,REG,1,DET,home,ARI,ARI,35.0,2017-09-10,160.0,1060.0,Half1,02:40,ARI 35,4-P.Dawson kicks 71 yards from ARI 35 to DET -6. 36-D.Washington to DET 7 for 13 yards (35-E.Penny).,kickoff,71.0,1.69986280612648,-1.40970808384009,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,D.Washington,00-0032450,,,P.Dawson,00-0004091,,,DET,13.0,,,,,,Home
1611,2017_01_ARI_DET,2017091004,DET,ARI,REG,1,ARI,away,DET,DET,35.0,2017-09-10,262.0,262.0,Half1,04:22,DET 35,5-M.Prater kicks 68 yards from DET 35 to ARI -3. 33-K.Williams to ARI 20 for 23 yards (45-C.Washington).,kickoff,68.0,0.995734784984961,-0.259640030795708,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,K.Williams,00-0030117,,,M.Prater,00-0023853,,,ARI,23.0,,,,,,Home
2462,2017_01_ARI_DET,2017091004,DET,ARI,REG,1,DET,home,ARI,ARI,35.0,2017-09-10,900.0,1800.0,Half2,15:00,ARI 35,"4-P.Dawson kicks 65 yards from ARI 35 to end zone, Touchback.",kickoff,65.0,1.80874524405226,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,P.Dawson,00-0004091,,,DET,0.0,,,,,,Home
2995,2017_01_ARI_DET,2017091004,DET,ARI,REG,1,DET,home,ARI,ARI,35.0,2017-09-10,337.0,1237.0,Half2,05:37,ARI 35,4-P.Dawson kicks 67 yards from ARI 35 to DET -2. 39-J.Agnew to DET 16 for 18 yards (30-J.Ford).,kickoff,67.0,1.69008462456986,-0.639444308821112,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,J.Agnew,00-0033572,,,P.Dawson,00-0004091,,,DET,18.0,,,,,,Home
3233,2017_01_ARI_DET,2017091004,DET,ARI,REG,1,ARI,away,DET,DET,35.0,2017-09-10,187.0,1087.0,Half2,03:07,DET 35,"5-M.Prater kicks 65 yards from DET 35 to end zone, Touchback.",kickoff,65.0,0.917294555809349,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,M.Prater,00-0023853,,,ARI,0.0,,,,,,Home
3757,2017_01_ARI_DET,2017091004,DET,ARI,REG,1,ARI,away,DET,DET,35.0,2017-09-10,567.0,567.0,Half2,09:27,DET 35,"5-M.Prater kicks 65 yards from DET 35 to end zone, Touchback.",kickoff,65.0,1.21516538807191,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,M.Prater,00-0023853,,,ARI,0.0,,,,,,Home
4064,2017_01_ARI_DET,2017091004,DET,ARI,REG,1,ARI,away,DET,DET,35.0,2017-09-10,253.0,253.0,Half2,04:13,DET 35,"5-M.Prater kicks 65 yards from DET 35 to end zone, Touchback.",kickoff,65.0,1.01932366378605,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,M.Prater,00-0023853,,,ARI,0.0,,,,,,Home
4127,2017_01_ARI_DET,2017091004,DET,ARI,REG,1,ARI,away,DET,DET,35.0,2017-09-10,243.0,243.0,Half2,04:03,DET 35,"5-M.Prater kicks 65 yards from DET 35 to end zone, Touchback.",kickoff,65.0,0.978237563977018,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,M.Prater,00-0023853,,,ARI,0.0,,,,,,Home
4514,2017_01_ARI_DET,2017091004,DET,ARI,REG,1,DET,home,ARI,ARI,35.0,2017-09-10,93.0,93.0,Half2,01:33,ARI 35,"4-P.Dawson kicks onside 9 yards from ARI 35 to ARI 44, out of bounds.",kickoff,9.0,1.19851606339216,1.49157752393512,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,P.Dawson,00-0004091,,,DET,0.0,,,,,,Home
36,2017_01_ATL_CHI,2017091001,CHI,ATL,REG,1,ATL,away,CHI,CHI,35.0,2017-09-10,900.0,1800.0,Half1,15:00,CHI 35,"4-C.Barth kicks 60 yards from CHI 35 to ATL 5. 19-A.Roberts pushed ob at CHI 32 for 63 yards (22-C.LeBlanc). PENALTY on ATL-36-K.Ishmael, Illegal Block Above the Waist, 8 yards, enforced at ATL 16.",kickoff,60.0,0.651268175337464,-1.2874736271333,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,A.Roberts,00-0027691,,,C.Barth,00-0026138,,,ATL,11.0,ATL,00-0030427,K.Ishmael,8.0,Illegal Block Above the Waist,Home
330,2017_01_ATL_CHI,2017091001,CHI,ATL,REG,1,CHI,home,ATL,ATL,35.0,2017-09-10,476.0,1376.0,Half1,07:56,ATL 35,5-M.Bosher kicks 62 yards from ATL 35 to CHI 3. 30-B.Cunningham to CHI 26 for 23 yards (40-D.Coleman).,kickoff,62.0,1.4215545267798,0.0124921486712992,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,B.Cunningham,00-0029795,,,M.Bosher,00-0028130,,,CHI,23.0,,,,,,Home
872,2017_01_ATL_CHI,2017091001,CHI,ATL,REG,1,ATL,away,CHI,CHI,35.0,2017-09-10,895.0,895.0,Half1,14:55,CHI 35,"4-C.Barth kicks 65 yards from CHI 35 to end zone, Touchback.",kickoff,65.0,0.735553574748337,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,C.Barth,00-0026138,,,ATL,0.0,,,,,,Home
1421,2017_01_ATL_CHI,2017091001,CHI,ATL,REG,1,CHI,home,ATL,ATL,35.0,2017-09-10,269.0,269.0,Half1,04:29,ATL 35,"5-M.Bosher kicks 65 yards from ATL 35 to end zone, Touchback.",kickoff,65.0,1.04441218706779,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,M.Bosher,00-0028130,,,CHI,0.0,,,,,,Home
1653,2017_01_ATL_CHI,2017091001,CHI,ATL,REG,1,ATL,away,CHI,CHI,35.0,2017-09-10,14.0,14.0,Half1,00:14,CHI 35,"4-C.Barth kicks 65 yards from CHI 35 to end zone, Touchback.",kickoff,65.0,0.0722381531668361,-0.0722381531668361,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,C.Barth,00-0026138,,,ATL,0.0,,,,,,Home
1706,2017_01_ATL_CHI,2017091001,CHI,ATL,REG,1,CHI,home,ATL,ATL,35.0,2017-09-10,900.0,1800.0,Half2,15:00,ATL 35,"5-M.Bosher kicks 65 yards from ATL 35 to end zone, Touchback.",kickoff,65.0,1.45739114051685,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,M.Bosher,00-0028130,,,CHI,0.0,,,,,,Home
2501,2017_01_ATL_CHI,2017091001,CHI,ATL,REG,1,CHI,home,ATL,ATL,35.0,2017-09-10,130.0,1030.0,Half2,02:10,ATL 35,5-M.Bosher kicks 63 yards from ATL 35 to CHI 2. 14-D.Thompson to CHI 29 for 27 yards (29-C.Goodwin).,kickoff,63.0,1.17569829965942,0.293521139770746,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,D.Thompson,00-0029388,,,M.Bosher,00-0028130,,,CHI,27.0,,,,,,Home
2903,2017_01_ATL_CHI,2017091001,CHI,ATL,REG,1,CHI,home,ATL,ATL,35.0,2017-09-10,715.0,715.0,Half2,11:55,ATL 35,"5-M.Bosher kicks 65 yards from ATL 35 to end zone, Touchback.",kickoff,65.0,1.19346664566547,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,M.Bosher,00-0028130,,,CHI,0.0,,,,,,Home
3190,2017_01_ATL_CHI,2017091001,CHI,ATL,REG,1,ATL,away,CHI,CHI,35.0,2017-09-10,446.0,446.0,Half2,07:26,CHI 35,"4-C.Barth kicks 65 yards from CHI 35 to end zone, Touchback.",kickoff,65.0,1.13774799136445,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,C.Barth,00-0026138,,,ATL,0.0,,,,,,Home
3439,2017_01_ATL_CHI,2017091001,CHI,ATL,REG,1,CHI,home,ATL,ATL,35.0,2017-09-10,204.0,204.0,Half2,03:24,ATL 35,"5-M.Bosher kicks 67 yards from ATL 35 to CHI -2. 14-D.Thompson to CHI 18 for 20 yards (27-D.Kazee). FUMBLES (27-D.Kazee), recovered by CHI-95-R.Robertson-Harris at CHI 18. 95-R.Robertson-Harris to CHI 18 for no gain (40-D.Coleman).",kickoff,67.0,0.844249484245665,-0.302071969606914,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,D.Thompson,00-0029388,,,M.Bosher,00-0028130,,,CHI,20.0,,,,,,Home
36,2017_01_BAL_CIN,2017091002,CIN,BAL,REG,1,CIN,home,BAL,BAL,35.0,2017-09-10,900.0,1800.0,Half1,15:00,BAL 35,"9-J.Tucker kicks 65 yards from BAL 35 to end zone, Touchback.",kickoff,65.0,1.45739114051685,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,J.Tucker,00-0029597,,,CIN,0.0,,,,,,Home
631,2017_01_BAL_CIN,2017091002,CIN,BAL,REG,1,CIN,home,BAL,BAL,35.0,2017-09-10,284.0,1184.0,Half1,04:44,BAL 35,"9-J.Tucker kicks 65 yards from BAL 35 to end zone, Touchback.",kickoff,65.0,1.36667346069589,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,J.Tucker,00-0029597,,,CIN,0.0,,,,,,Home
1662,2017_01_BAL_CIN,2017091002,CIN,BAL,REG,1,CIN,home,BAL,BAL,35.0,2017-09-10,112.0,112.0,Half1,01:52,BAL 35,9-J.Tucker kicks 63 yards from BAL 35 to CIN 2. 12-A.Erickson to CIN 13 for 11 yards (41-A.Levine Sr.).,kickoff,63.0,0.935694342013448,-0.492463593604043,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,A.Erickson,00-0032543,,,J.Tucker,00-0029597,,,CIN,11.0,,,,,,Home
1766,2017_01_BAL_CIN,2017091002,CIN,BAL,REG,1,CIN,home,BAL,BAL,35.0,2017-09-10,88.0,88.0,Half1,01:28,BAL 35,"9-J.Tucker kicks 65 yards from BAL 35 to end zone, Touchback.",kickoff,65.0,1.20488189347088,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,J.Tucker,00-0029597,,,CIN,0.0,,,,,,Home
2026,2017_01_BAL_CIN,2017091002,CIN,BAL,REG,1,BAL,away,CIN,CIN,35.0,2017-09-10,900.0,1800.0,Half2,15:00,CIN 35,"4-R.Bullock kicks 65 yards from CIN 35 to end zone, Touchback.",kickoff,65.0,0.651268175337464,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,R.Bullock,00-0029421,,,BAL,0.0,,,,,,Home
2757,2017_01_BAL_CIN,2017091002,CIN,BAL,REG,1,CIN,home,BAL,BAL,35.0,2017-09-10,66.0,966.0,Half2,01:06,BAL 35,"9-J.Tucker kicks 65 yards from BAL 35 to end zone, Touchback.",kickoff,65.0,1.83780183969066,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,J.Tucker,00-0029597,,,CIN,0.0,,,,,,Home
36,2017_01_CAR_SF,2017091011,SF,CAR,REG,1,CAR,away,SF,SF,35.0,2017-09-10,900.0,1800.0,Half1,15:00,SF 35,"5-B.Pinion kicks 65 yards from SF 35 to end zone, Touchback.",kickoff,65.0,0.651268175337464,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,B.Pinion,00-0032065,,,CAR,0.0,,,,,,Home
758,2017_01_CAR_SF,2017091011,SF,CAR,REG,1,SF,home,CAR,CAR,35.0,2017-09-10,180.0,1080.0,Half1,03:00,CAR 35,"9-G.Gano kicks 65 yards from CAR 35 to end zone, Touchback.",kickoff,65.0,1.15532457712106,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,G.Gano,00-0026858,,,SF,0.0,,,,,,Home
1717,2017_01_CAR_SF,2017091011,SF,CAR,REG,1,SF,home,CAR,CAR,35.0,2017-09-10,203.0,203.0,Half1,03:23,CAR 35,"9-G.Gano kicks 65 yards from CAR 35 to end zone, Touchback.",kickoff,65.0,0.73475076444447,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,G.Gano,00-0026858,,,SF,0.0,,,,,,Home
