play_id,game_id,old_game_id,home_team,away_team,season_type,week,posteam,posteam_type,defteam,side_of_field,yardline_100,game_date,quarter_seconds_remaining,half_seconds_remaining,game_half,time,yrdln,desc,play_type,kick_distance,ep,epa,touchback,kickoff_in_endzone,kickoff_out_of_bounds,kickoff_downed,kickoff_fair_catch,fumble_forced,fumble_not_forced,own_kickoff_recovery,own_kickoff_recovery_td,kickoff_attempt,kickoff_returner_player_name,kickoff_returner_player_id,lateral_kickoff_returner_player_id,lateral_kickoff_returner_player_name,kicker_player_name,kicker_player_id,own_kickoff_recovery_player_id,own_kickoff_recovery_player_name,return_team,return_yards,penalty_team,penalty_player_id,penalty_player_name,penalty_yards,penalty_type,location
36,2007_01_ARI_SF,2007091001,SF,ARI,REG,1,SF,home,ARI,ARI,30.0,2007-09-10,900.0,1800.0,Half1,15:00,ARI 30,1-N.Rackers kicks 67 yards from ARI 30 to SF 3. 43-M.Hicks to SF 36 for 33 yards (52-M.Beisel).,kickoff,67.0,0.813617561478168,1.2393408336211,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,M.Hicks,00-0020797,,,N.Rackers,00-0019676,,,SF,33.0,,,,,,Home
320,2007_01_ARI_SF,2007091001,SF,ARI,REG,1,ARI,away,SF,SF,30.0,2007-09-10,681.0,1581.0,Half1,11:21,SF 30,6-J.Nedney kicks 64 yards from SF 30 to ARI 6. 28-J.Arrington to ARI 23 for 17 yards (88-T.Jacobs). S.Spencer held for kickoff.,kickoff,64.0,0.144374673720449,0.116938164457679,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,J.Arrington,00-0023479,,,J.Nedney,00-0011970,,,ARI,17.0,,,,,,Home
974,2007_01_ARI_SF,2007091001,SF,ARI,REG,1,SF,home,ARI,ARI,30.0,2007-09-10,771.0,771.0,Half1,12:51,ARI 30,1-N.Rackers kicks 57 yards from ARI 30 to SF 13. 43-M.Hicks pushed ob at SF 33 for 20 yards (52-M.Beisel).,kickoff,57.0,0.798590300604701,0.852385981008411,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,M.Hicks,00-0020797,,,N.Rackers,00-0019676,,,SF,20.0,,,,,,Home
1237,2007_01_ARI_SF,2007091001,SF,ARI,REG,1,SF,home,ARI,ARI,30.0,2007-09-10,550.0,550.0,Half1,09:10,ARI 30,1-N.Rackers kicks 55 yards from ARI 30 to SF 15. 43-M.Hicks to SF 33 for 18 yards (20-R.Brown; 52-M.Beisel).,kickoff,55.0,0.775354868732393,0.796872348990291,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,M.Hicks,00-0020797,,,N.Rackers,00-0019676,,,SF,18.0,,,,,,Home
1560,2007_01_ARI_SF,2007091001,SF,ARI,REG,1,ARI,away,SF,SF,30.0,2007-09-10,215.0,215.0,Half1,03:35,SF 30,6-J.Nedney kicks 69 yards from SF 30 to ARI 1. 28-J.Arrington to ARI 18 for 17 yards (28-K.Lewis).,kickoff,69.0,0.530966554535553,-0.131065775407478,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,J.Arrington,00-0023479,,,J.Nedney,00-0011970,,,ARI,17.0,,,,,,Home
1867,2007_01_ARI_SF,2007091001,SF,ARI,REG,1,ARI,away,SF,SF,30.0,2007-09-10,900.0,1800.0,Half2,15:00,SF 30,6-J.Nedney kicks 72 yards from SF 30 to ARI -2. 15-S.Breaston to ARI 18 for 20 yards (27-W.Harris).,kickoff,72.0,0.0103581324219704,-0.141269616782665,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,S.Breaston,00-0025529,,,J.Nedney,00-0011970,,,ARI,20.0,,,,,,Home
2240,2007_01_ARI_SF,2007091001,SF,ARI,REG,1,ARI,away,SF,SF,30.0,2007-09-10,675.0,1575.0,Half2,11:15,SF 30,6-J.Nedney kicks 69 yards from SF 30 to ARI 1. 15-S.Breaston to ARI 21 for 20 yards (43-M.Hicks; 24-M.Robinson).,kickoff,69.0,0.273491468746215,0.0012161349877715,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,S.Breaston,00-0025529,,,J.Nedney,00-0011970,,,ARI,20.0,,,,,,Home
3421,2007_01_ARI_SF,2007091001,SF,ARI,REG,1,SF,home,ARI,ARI,30.0,2007-09-10,400.0,400.0,Half2,06:40,ARI 30,1-N.Rackers kicks 64 yards from ARI 30 to SF 6. 43-M.Hicks to SF 24 for 18 yards (71-J.Tafoya).,kickoff,64.0,0.529864675365388,0.148461983539164,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,M.Hicks,00-0020797,,,N.Rackers,00-0019676,,,SF,18.0,,,,,,Home
4090,2007_01_ARI_SF,2007091001,SF,ARI,REG,1,ARI,away,SF,SF,30.0,2007-09-10,22.0,22.0,Half2,00:22,SF 30,6-J.Nedney kicks 63 yards from SF 30 to ARI 7. 15-S.Breaston to ARI 30 for 23 yards (23-M.Hudson).,kickoff,63.0,0.0423505445942283,0.0079840719117783,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,S.Breaston,00-0025529,,,J.Nedney,00-0011970,,,ARI,23.0,,,,,,Home
63,2007_01_ATL_MIN,2007090904,MIN,ATL,REG,1,MIN,home,ATL,ATL,30.0,2007-09-09,900.0,1800.0,Half1,15:00,ATL 30,1-M.Prater kicks 67 yards from ATL 30 to MIN 3. 28-A.Peterson to MIN 25 for 22 yards (53-T.Taylor).,kickoff,67.0,1.13982269447297,0.445620501879603,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,A.Peterson,00-0025394,,,M.Prater,00-0023853,,,MIN,22.0,,,,,,Home
